index,exposure_start,exposure_end,client_start,client_end
6129,174.902727914,174.909571654,1609339431.7301412,1609339431.7368197
6130,174.909675154,174.92072871,1609339431.73863,1609339431.7467215
6131,174.920850247,174.936191654,1609339431.7467897,1609339431.7577896
6132,174.93630521,174.943146488,1609339431.7578442,1609339431.7657447
6133,174.943254377,174.953830506,1609339431.765801,1609339431.7770371
6134,174.953937932,174.967173895,1609339431.777098,1609339431.788817
6135,174.967281321,174.976773802,1609339431.788871,1609339431.8000085
6136,174.976883154,174.986903358,1609339431.8000638,1609339431.8159306
6137,174.987007339,175.00094721,1609339431.8159857,1609339431.8229184
6138,175.001046895,175.009296451,1609339431.8229783,1609339431.8331397
6139,175.009406839,175.020207025,1609339431.8331912,1609339431.8417974
6140,175.020313765,175.03322658,1609339431.8418472,1609339431.855344
6141,175.033324747,175.042351376,1609339431.8553996,1609339431.8663402
6142,175.042454617,175.053397376,1609339431.866392,1609339431.8752441
6143,175.053499265,175.068237951,1609339431.8752944,1609339431.892401
6144,175.06833658,175.075894691,1609339431.8924544,1609339431.9028237
6145,175.075993265,175.086644821,1609339431.9028783,1609339431.9179227
6146,175.086745136,175.099632117,1609339431.9179785,1609339431.9286137
6147,175.099732117,175.108906765,1609339431.9286654,1609339431.9367828
6148,175.109016988,175.119895006,1609339431.9368358,1609339431.9456327
6149,175.120040747,175.132920043,1609339431.9456837,1609339431.9551632
6150,175.133019191,175.143139728,1609339431.9552174,1609339431.9661984
6151,175.143237876,175.153234136,1609339431.96625,1609339431.9773233
6152,175.153337469,175.166145858,1609339431.9773755,1609339431.9883802
6153,175.166243413,175.175757654,1609339431.9884357,1609339431.9994314
6154,175.175861154,175.186793136,1609339431.9994836,1609339432.0083852
6155,175.186902839,175.200054117,1609339432.008436,1609339432.0242016
6156,175.200166302,175.209170876,1609339432.024258,1609339432.0327163
6157,175.209277506,175.220060099,1609339432.0327673,1609339432.0438976
6158,175.220181247,175.235264413,1609339432.0439491,1609339432.0612514
6159,175.235367691,175.24434645,1609339432.0613067,1609339432.0736103
6160,175.244450747,175.253294191,1609339432.0736659,1609339432.0825503
6161,175.25340058,175.266550117,1609339432.0826046,1609339432.0911903
6162,175.26665545,175.275663247,1609339432.0912516,1609339432.099324
6163,175.275770284,175.28657571,1609339432.0993764,1609339432.1087751
6164,175.286684154,175.299838673,1609339432.1088274,1609339432.1216495
6165,175.299945636,175.308953228,1609339432.1217139,1609339432.1348886
6166,175.30905995,175.319864506,1609339432.1349509,1609339432.1463478
6167,175.319970524,175.335031561,1609339432.146401,1609339432.1568072
6168,175.335177284,175.34197308,1609339432.1568608,1609339432.16582
6169,175.342078821,175.353053006,1609339432.1658728,1609339432.17648
6170,175.353159228,175.366356469,1609339432.1765332,1609339432.1880238
6171,175.366460302,175.375978821,1609339432.1880789,1609339432.1992002
6172,175.376090876,175.386320506,1609339432.1992543,1609339432.210253
6173,175.386429117,175.401665321,1609339432.210315,1609339432.232623
6174,175.40176695,175.408635339,1609339432.232676,1609339432.2437062
6175,175.408748173,175.419655932,1609339432.2437623,1609339432.2449028
6176,175.419764136,175.43302195,1609339432.244948,1609339432.2547612
6177,175.433126932,175.442107969,1609339432.254816,1609339432.2656598
6178,175.44221608,175.452858598,1609339432.2657113,1609339432.2768154
6179,175.452966247,175.466067154,1609339432.2768674,1609339432.2878923
6180,175.466172506,175.475341821,1609339432.287946,1609339432.2972102
6181,175.475449043,175.486214302,1609339432.2972598,1609339432.308714
6182,175.486321561,175.499439932,1609339432.3087673,1609339432.3217354
6183,175.499547302,175.508590469,1609339432.321789,1609339432.33217
6184,175.50869921,175.519465395,1609339432.33222,1609339432.3433204
6185,175.519573895,175.532759247,1609339432.3433874,1609339432.359606
6186,175.532863487,175.541992006,1609339432.3596826,1609339432.3681884
6187,175.54210321,175.554915191,1609339432.368242,1609339432.383688
6188,175.555072191,175.568921061,1609339432.383742,1609339432.3940659
6189,175.569086765,175.578862987,1609339432.394117,1609339432.4017143
6190,175.579024247,175.610216895,1609339432.4017673,1609339432.4341416
6191,175.610350135,175.618488969,1609339432.434196,1609339432.4432254
6192,175.618621043,175.630065617,1609339432.443278,1609339432.4531798
6193,175.630261172,175.643444469,1609339432.453234,1609339432.466851
6194,175.643570561,175.653793932,1609339432.466917,1609339432.4763556
6195,175.653927321,175.66350858,1609339432.4763803,1609339432.4873273
6196,175.663637172,175.676224876,1609339432.4873555,1609339432.504621
6197,175.676381302,175.686194969,1609339432.504666,1609339432.5127962
6198,175.686342728,175.696217783,1609339432.5128422,1609339432.5235472
6199,175.696345876,175.708598487,1609339432.523611,1609339432.5318685
6200,175.708733395,175.71893558,1609339432.5319345,1609339432.5443642
6201,175.719108432,175.729812524,1609339432.5444288,1609339432.5543332
6202,175.730107746,175.742638543,1609339432.5543995,1609339432.564339
6203,175.742769858,175.752370746,1609339432.5644,1609339432.5763268
6204,175.75249395,175.763490561,1609339432.5763922,1609339432.5873735
6205,175.763671432,175.777233617,1609339432.5874405,1609339432.6030846
6206,175.77736695,175.786109691,1609339432.6031528,1609339432.6114097
6207,175.786244765,175.796023061,1609339432.6114671,1609339432.649706
6208,175.796169672,175.827048709,1609339432.6497774,1609339432.6612728
6209,175.827301765,175.856798876,1609339432.6613421,1609339432.6819215
6210,175.857022006,175.866376802,1609339432.6819987,1609339432.6907077
6211,175.866589376,175.898734376,1609339432.690772,1609339432.7209225
6212,175.898899246,175.908324672,1609339432.7209876,1609339432.7315648
6213,175.908480932,175.919851357,1609339432.7316315,1609339432.7493107
6214,175.919996061,175.931814617,1609339432.7517915,1609339432.756
6215,175.931958154,175.941573728,1609339432.7560804,1609339432.7650635
6216,175.941713654,175.95348732,1609339432.7651455,1609339432.7761145
6217,175.953655469,175.965503006,1609339432.7761848,1609339432.787214
6218,175.965640061,175.974829265,1609339432.787296,1609339432.7983668
6219,175.974994135,175.986148987,1609339432.798453,1609339432.8119712
6220,175.986289987,175.999034394,1609339432.8120432,1609339432.8243246
6221,175.999212968,176.009463376,1609339432.8244126,1609339432.8314233
6222,176.00960045,176.033474987,1609339432.831497,1609339432.866084
6223,176.033659691,176.042797283,1609339432.8661416,1609339432.8714707
6224,176.042974209,176.056616691,1609339432.8715203,1609339432.8834743
6225,176.056756505,176.068986709,1609339432.883529,1609339432.89402
6226,176.069143209,176.09999758,1609339432.894075,1609339432.9256232
6227,176.100178894,176.110527691,1609339432.9256785,1609339432.9384348
6228,176.110666357,176.122281042,1609339432.938492,1609339432.950447
6229,176.122447765,176.15482358,1609339432.9505014,1609339432.9783616
6230,176.154961098,176.166933783,1609339432.978421,1609339432.9893582
6231,176.167094135,176.199000505,1609339432.9894154,1609339433.0431352
6232,176.199164431,176.209077765,1609339433.0432081,1609339433.0589983
6233,176.20923845,176.222048413,1609339433.0590718,1609339433.0763009
6234,176.222191857,176.233835857,1609339433.076387,1609339433.0765727
6235,176.234004191,176.244377691,1609339433.0766115,1609339433.0819855
6236,176.244560802,176.276583246,1609339433.0820508,1609339433.104868
6237,176.276719839,176.287659765,1609339433.1049535,1609339433.1155412
6238,176.287841098,176.322036228,1609339433.1156232,1609339433.1530964
6239,176.322173524,176.331249783,1609339433.153171,1609339433.1747856
6240,176.331413857,176.344765709,1609339433.174858,1609339433.1760743
6241,176.344927598,176.357781765,1609339433.1761346,1609339433.1829667
6242,176.357924913,176.387813209,1609339433.1830354,1609339433.215723
6243,176.387953246,176.397160728,1609339433.2158034,1609339433.2582479
6244,176.39730519,176.411532302,1609339433.2583203,1609339433.2636874
6245,176.411716246,176.443001357,1609339433.2637491,1609339433.282304
6246,176.443139079,176.453469653,1609339433.2823846,1609339433.2930357
6247,176.453639172,176.48844095,1609339433.293113,1609339433.3203053
6248,176.488571783,176.497463339,1609339433.32038,1609339433.324396
6249,176.497646227,176.512069283,1609339433.324457,1609339433.3415594
6250,176.512304376,176.543520487,1609339433.3416295,1609339433.3908741
6251,176.543698857,176.553012301,1609339433.3909476,1609339433.394439
6252,176.553188172,176.568646468,1609339433.3945003,1609339433.4156165
6253,176.568791672,176.598806616,1609339433.4156876,1609339433.4221392
6254,176.598950153,176.608795839,1609339433.4222205,1609339433.4304817
6255,176.608943524,176.622418264,1609339433.430547,1609339433.4525962
6256,176.622572913,176.653880931,1609339433.4526699,1609339433.4813
6257,176.654021746,176.663709857,1609339433.481355,1609339433.50361
6258,176.663847894,176.67954945,1609339433.5036733,1609339433.5150435
6259,176.680173505,176.709481857,1609339433.5150993,1609339433.54343
6260,176.709647764,176.719372135,1609339433.5434878,1609339433.5447261
6261,176.719538727,176.732980931,1609339433.5447843,1609339433.5910063
6262,176.733141505,176.745896153,1609339433.5910795,1609339433.6035564
6263,176.746040264,176.778023431,1609339433.6036258,1609339433.6146612
6264,176.778636857,176.808733912,1609339433.614732,1609339433.6372068
6265,176.808866894,176.818015635,1609339433.6372802,1609339433.6530516
6266,176.818155598,176.82865019,1609339433.6531267,1609339433.6751397
6267,176.828789616,176.841944357,1609339433.6751943,1609339433.675328
6268,176.842110412,176.851916153,1609339433.6753564,1609339433.682339
6269,176.852053838,176.86644332,1609339433.68239,1609339433.6908026
6270,176.86658882,176.896513449,1609339433.6908581,1609339433.7241893
6271,176.896649301,176.906668357,1609339433.724256,1609339433.736482
6272,176.906804005,176.917903338,1609339433.7365527,1609339433.7474525
6273,176.918071801,176.931870635,1609339433.7475157,1609339433.7928414
6274,176.932039579,176.940864468,1609339433.7950442,1609339433.796997
6275,176.940998153,176.954768023,1609339433.7970598,1609339433.8083591
6276,176.954927968,176.968430523,1609339433.8084307,1609339433.808834
6277,176.968608172,176.998164264,1609339433.808907,1609339433.8316991
6278,176.998303709,177.007658579,1609339433.8317761,1609339433.8378017
6279,177.007833412,177.021690912,1609339433.8378742,1609339433.8473902
6280,177.021853672,177.053980209,1609339433.8474598,1609339433.8905046
6281,177.054154653,177.063363801,1609339433.8905764,1609339433.9032092
6282,177.063522597,177.079339616,1609339433.9032917,1609339433.9140563
6283,177.079482486,177.109557653,1609339433.914124,1609339433.9338756
6284,177.109699357,177.118320764,1609339433.9339488,1609339433.9405632
6285,177.118457412,177.132854097,1609339433.9406424,1609339433.9627628
6286,177.133037172,177.163870616,1609339433.962838,1609339433.992123
6287,177.164008486,177.174151931,1609339433.9921925,1609339434.002953
6288,177.174330949,177.187822653,1609339434.0030243,1609339434.0249004
6289,177.188003116,177.220171634,1609339434.0249705,1609339434.0497909
6290,177.22036119,177.229724597,1609339434.0498633,1609339434.0584662
6291,177.229887023,177.243523727,1609339434.0585322,1609339434.0737445
6292,177.24367856,177.276185486,1609339434.0738122,1609339434.107005
6293,177.276338857,177.286076412,1609339434.107074,1609339434.1137676
6294,177.286212653,177.297941542,1609339434.1138322,1609339434.1293232
6295,177.298082801,177.330311875,1609339434.1293972,1609339434.151823
6296,177.330454486,177.34047969,1609339434.1518948,1609339434.1625175
6297,177.340622857,177.35381519,1609339434.1625874,1609339434.1773663
6298,177.354014949,177.388364431,1609339434.1774375,1609339434.2130575
6299,177.388580949,177.41837719,1609339434.2131402,1609339434.2402227
6300,177.418505579,177.428307357,1609339434.2402983,1609339434.2512085
6301,177.428477782,177.439480116,1609339434.2512832,1609339434.2688694
6302,177.439632968,177.451455394,1609339434.2689455,1609339434.2979856
6303,177.45159819,177.460687708,1609339434.2980614,1609339434.305554
6304,177.460825949,177.471090764,1609339434.3056254,1609339434.3175452
6305,177.471269171,177.487283319,1609339434.317615,1609339434.3187046
6306,177.487437449,177.519756449,1609339434.318781,1609339434.3433518
6307,177.519926412,177.529704338,1609339434.34343,1609339434.3528965
6308,177.529851486,177.563884819,1609339434.3529725,1609339434.3962357
6309,177.564074264,177.573138782,1609339434.3963056,1609339434.4022503
6310,177.573274171,177.588990319,1609339434.402316,1609339434.4175792
6311,177.589131856,177.617697486,1609339434.4176486,1609339434.4467883
6312,177.617774042,177.626187042,1609339434.4468653,1609339434.4548514
6313,177.626289875,177.636128468,1609339434.4549255,1609339434.468537
6314,177.636204986,177.648626356,1609339434.468614,1609339434.4811885
6315,177.648707208,177.657747801,1609339434.4812648,1609339434.4975872
6316,177.657823801,177.668901505,1609339434.4976666,1609339434.4989543
6317,177.668977727,177.682816282,1609339434.4990199,1609339434.5042517
6318,177.682888616,177.692220782,1609339434.5043023,1609339434.5172713
6319,177.692296875,177.702104542,1609339434.517332,1609339434.5283685
6320,177.702179393,177.715615912,1609339434.528425,1609339434.539072
6321,177.715692801,177.724843634,1609339434.5391285,1609339434.5505116
6322,177.725088282,177.73539643,1609339434.5505683,1609339434.5616214
6323,177.735471319,177.748844042,1609339434.561673,1609339434.5957308
6324,177.748918412,177.758192634,1609339434.5957844,1609339434.6043727
6325,177.758265727,177.768670504,1609339434.6044257,1609339434.610464
6326,177.768745745,177.783566467,1609339434.61051,1609339434.6137917
6327,177.783645375,177.79311343,1609339434.613839,1609339434.6178114
6328,177.793186393,177.806515579,1609339434.6178315,1609339434.6283684
6329,177.806620967,177.816899023,1609339434.6283906,1609339434.6392012
6330,177.817012875,177.824464634,1609339434.639235,1609339434.6502678
6331,177.82455293,177.835462801,1609339434.6503022,1609339434.66139
6332,177.835566616,177.849195004,1609339434.6614268,1609339434.6724796
6333,177.849290079,177.858707116,1609339434.6725368,1609339434.6836298
6334,177.858808764,177.868541967,1609339434.683677,1609339434.7107775
6335,177.868616393,177.881588523,1609339434.710823,1609339434.7142673
6336,177.88166393,177.890773504,1609339434.714318,1609339434.7259998
6337,177.890847764,177.902208523,1609339434.7260616,1609339434.7357893
6338,177.902282208,177.914839208,1609339434.73588,1609339434.7466893
6339,177.914916467,177.923911356,1609339434.7467835,1609339434.758069
6340,177.923985449,177.935428467,1609339434.7581613,1609339434.7678409
6341,177.935512227,177.950063153,1609339434.7678678,1609339434.7832909
6342,177.950144319,177.958030264,1609339434.7833152,1609339434.8063836
6343,177.95815443,177.968339578,1609339434.8079088,1609339434.8173869
6344,177.968411393,177.98144893,1609339434.817438,1609339434.8196144
6345,177.981525412,177.990512004,1609339434.8196619,1609339434.8229425
6346,177.990587301,178.001658597,1609339434.822977,1609339434.8275268
6347,178.001732634,178.01568693,1609339434.8275673,1609339434.8381493
6348,178.01576269,178.024254671,1609339434.8382194,1609339434.8502445
6349,178.024337078,178.034854875,1609339434.850316,1609339434.856148
6350,178.034928041,178.048161541,1609339434.85621,1609339434.8837664
6351,178.048236134,178.057671078,1609339434.8838341,1609339434.905501
6352,178.057742282,178.068146967,1609339434.9055674,1609339434.9083953
6353,178.068220523,178.081261745,1609339434.908452,1609339434.9285257
6354,178.081338023,178.090457171,1609339434.9286034,1609339434.9342742
6355,178.090532819,178.101439375,1609339434.9343326,1609339434.940139
6356,178.101510615,178.116044912,1609339434.9401991,1609339434.9444482
6357,178.116120764,178.124208356,1609339434.9445035,1609339434.9536552
6358,178.124280949,178.134670597,1609339434.9537299,1609339434.959321
6359,178.13474356,178.147932282,1609339434.9593787,1609339435.0061967
6360,178.148005041,178.157458782,1609339435.006266,1609339435.0064895
6361,178.157531467,178.167974134,1609339435.006533,1609339435.0139809
6362,178.168044319,178.181087708,1609339435.0140395,1609339435.020316
6363,178.181167949,178.190118726,1609339435.020392,1609339435.0266201
6364,178.190196949,178.201262412,1609339435.0266826,1609339435.0283341
6365,178.201335782,178.214895819,1609339435.028393,1609339435.0363286
6366,178.214972282,178.223693912,1609339435.0363991,1609339435.0450227
6367,178.223768875,178.23447943,1609339435.0450892,1609339435.055856
6368,178.234552134,178.247770652,1609339435.0559266,1609339435.0691674
6369,178.2478413,178.2572723,1609339435.0692365,1609339435.0785577
6370,178.257344726,178.267748041,1609339435.0786262,1609339435.0890021
6371,178.267821634,178.28236156,1609339435.0890832,1609339435.104301
6372,178.282432745,178.291186375,1609339435.1043546,1609339435.1123054
6373,178.291261467,178.302208856,1609339435.1123533,1609339435.1234748
6374,178.302281263,178.314276726,1609339435.1235287,1609339435.1355066
6375,178.314348819,178.32387656,1609339435.1355643,1609339435.1453588
6376,178.323949523,178.334324486,1609339435.1454098,1609339435.155588
6377,178.334398449,178.348402782,1609339435.1556416,1609339435.1695235
6378,178.348475226,178.357220263,1609339435.1695883,1609339435.1784694
6379,178.357296189,178.367562449,1609339435.1785164,1609339435.1892662
6380,178.367634763,178.380947467,1609339435.1893206,1609339435.20226
6381,178.381020874,178.3905933,1609339435.2023137,1609339435.2121542
6382,178.390671541,178.405333467,1609339435.212202,1609339435.2275739
6383,178.405451078,178.417323949,1609339435.2276366,1609339435.2394462
6384,178.417441782,178.42565243,1609339435.2395003,1609339435.2473218
6385,178.425779634,178.436953967,1609339435.2473695,1609339435.2587698
6386,178.437067634,178.452753782,1609339435.258823,1609339435.2747998
6387,178.452871671,178.458905911,1609339435.274854,1609339435.281004
6388,178.459020449,178.470233449,1609339435.281051,1609339435.2921982
6389,178.470350152,178.4838398,1609339435.2922583,1609339435.3062248
6390,178.483952615,178.492264689,1609339435.3062792,1609339435.3146565
6391,178.49238806,178.508191337,1609339435.314707,1609339435.3300278
6392,178.508296041,178.517109486,1609339435.330084,1609339435.3386898
6393,178.51721643,178.525154541,1609339435.3387415,1609339435.3466995
6394,178.52527143,178.536371282,1609339435.3467474,1609339435.3580077
6395,178.536474393,178.549405208,1609339435.3580616,1609339435.371168
6396,178.549509263,178.558885689,1609339435.371226,1609339435.3809416
6397,178.558992615,178.569704985,1609339435.3809924,1609339435.3936179
6398,178.569810874,178.583110097,1609339435.3936708,1609339435.4046795
6399,178.583216856,178.591676634,1609339435.4047604,1609339435.4131625
6400,178.591787541,178.603050837,1609339435.4132133,1609339435.4247472
6401,178.603156671,178.618425911,1609339435.4248025,1609339435.4401028
6402,178.618533504,178.625036448,1609339435.4401708,1609339435.4467099
6403,178.625150189,178.636397689,1609339435.4467587,1609339435.4579313
6404,178.636505708,178.649402652,1609339435.4579866,1609339435.4712737
6405,178.64950743,178.658464152,1609339435.4713295,1609339435.4807656
6406,178.65856693,178.669657059,1609339435.4808161,1609339435.4934313
6407,178.669761763,178.683796634,1609339435.493485,1609339435.5058231
6408,178.683902319,178.691588559,1609339435.5058784,1609339435.5137937
6409,178.691770393,178.702827134,1609339435.513845,1609339435.524346
6410,178.702930022,178.718199597,1609339435.5244074,1609339435.539784
6411,178.718310226,178.727866985,1609339435.5398405,1609339435.5496643
6412,178.727976115,178.741393337,1609339435.5497186,1609339435.563193
6413,178.741511819,178.751958689,1609339435.5632489,1609339435.5739686
6414,178.752064634,178.767274615,1609339435.574023,1609339435.5888827
6415,178.767385004,178.79461843,1609339435.588939,1609339435.6164432
6416,178.7947248,178.803164782,1609339435.616499,1609339435.6248
6417,178.803282356,178.813579189,1609339435.624854,1609339435.6351264
6418,178.813681559,178.828720004,1609339435.635192,1609339435.6505659
6419,178.8288253,178.835740578,1609339435.6506226,1609339435.6578174
6420,178.835844041,178.846721393,1609339435.6578674,1609339435.6684456
6421,178.846825522,178.8601063,1609339435.668502,1609339435.6820712
6422,178.86021193,178.869141022,1609339435.682142,1609339435.6909435
6423,178.869246078,178.879992559,1609339435.6910138,1609339435.7018692
6424,178.880138819,178.894429745,1609339435.7019455,1609339435.716754
6425,178.894532096,178.902216652,1609339435.7168267,1609339435.7258248
6426,178.902324782,178.913295819,1609339435.7259076,1609339435.7350996
6427,178.913401504,178.927174819,1609339435.7351944,1609339435.748788
6428,178.927277856,178.935731652,1609339435.7488792,1609339435.757486
6429,178.93583943,178.9464763,1609339435.7575586,1609339435.768303
6430,178.946580115,178.959763245,1609339435.7683759,1609339435.7821763
6431,178.959866189,178.969030633,1609339435.782232,1609339435.7907524
6432,178.969140467,178.9798298,1609339435.790805,1609339435.8036933
6433,178.9799493,178.995059726,1609339435.8037484,1609339435.8190017
6434,178.995165633,179.002176726,1609339435.8209336,1609339435.8244727
6435,179.002293319,179.013058504,1609339435.8245337,1609339435.8349497
6436,179.013162893,179.027493207,1609339435.835019,1609339435.8493066
6437,179.027599337,179.035255356,1609339435.8493662,1609339435.8571446
6438,179.035372615,179.046369059,1609339435.8571997,1609339435.8679538
6439,179.046473207,179.059673837,1609339435.8680096,1609339435.8814774
6440,179.059778115,179.0688553,1609339435.8815417,1609339435.8905432
6441,179.06896193,179.079672022,1609339435.8905978,1609339435.9033623
6442,179.079775633,179.093306337,1609339435.9034293,1609339435.9152012
6443,179.093413596,179.1021618,1609339435.915259,1609339435.9241052
6444,179.102271393,179.112900948,1609339435.9241574,1609339435.9350827
6445,179.113006893,179.128507115,1609339435.9352,1609339435.9501374
6446,179.128629004,179.138176022,1609339435.9502394,1609339435.9601173
6447,179.138281985,179.151573652,1609339435.9602017,1609339435.9734206
6448,179.151696467,179.160696948,1609339435.9735162,1609339435.98265
6449,179.160803985,179.1684113,1609339435.9827242,1609339435.9899704
6450,179.168517689,179.179548041,1609339435.990031,1609339436.001181
6451,179.179656818,179.195765448,1609339436.0012357,1609339436.01873
6452,179.195870411,179.205056948,1609339436.0187883,1609339436.0272074
6453,179.205168096,179.218072652,1609339436.0272565,1609339436.040001
6454,179.218177541,179.229514596,1609339436.0400543,1609339436.051601
6455,179.229624226,179.238256967,1609339436.0516686,1609339436.0599396
6456,179.238364226,179.254081689,1609339436.059992,1609339436.0757327
6457,179.254186374,179.282713078,1609339436.0757866,1609339436.1045952
6458,179.2828163,179.290562985,1609339436.1046658,1609339436.112353
6459,179.290679004,179.301768115,1609339436.112419,1609339436.1254528
6460,179.301872929,179.316614337,1609339436.1255217,1609339436.138416
6461,179.316717318,179.323729226,1609339436.1384852,1609339436.1456344
6462,179.323839763,179.334876781,1609339436.1456974,1609339436.1565282
6463,179.334981504,179.348177892,1609339436.156598,1609339436.1699677
6464,179.348286096,179.356930355,1609339436.1700418,1609339436.1785746
6465,179.357036096,179.368256448,1609339436.178642,1609339436.1898
6466,179.368360985,179.381698189,1609339436.1898532,1609339436.2033668
6467,179.381801226,179.390523244,1609339436.2034354,1609339436.21309
6468,179.390634466,179.4016388,1609339436.2131405,1609339436.2232602
6469,179.401741929,179.415779133,1609339436.2233133,1609339436.2389925
6470,179.415882633,179.423488244,1609339436.239047,1609339436.2455368
6471,179.423603911,179.435796022,1609339436.2455826,1609339436.2575288
6472,179.435899263,179.447825485,1609339436.257583,1609339436.2695885
6473,179.447931411,179.456939874,1609339436.2696426,1609339436.2786322
6474,179.457045152,179.468002392,1609339436.2786927,1609339436.2898688
6475,179.4681078,179.483277318,1609339436.2899215,1609339436.304841
6476,179.483384522,179.490259059,1609339436.3048947,1609339436.3119652
6477,179.490371003,179.5014868,1609339436.3120117,1609339436.325645
6478,179.501591244,179.514399966,1609339436.325697,1609339436.33715
6479,179.514507022,179.523560522,1609339436.3372076,1609339436.3453212
6480,179.523667874,179.536926226,1609339436.3453684,1609339436.3590121
6481,179.537030096,179.547831966,1609339436.3590658,1609339436.3694878
6482,179.547937411,179.556608337,1609339436.3695424,1609339436.3783805
6483,179.556715077,179.56787317,1609339436.378428,1609339436.3897936
6484,179.567978485,179.581098985,1609339436.389846,1609339436.4026845
6485,179.581206374,179.590233763,1609339436.4027395,1609339436.412297
6486,179.590344392,179.601444114,1609339436.412345,1609339436.425475
6487,179.601548818,179.6143458,1609339436.425529,1609339436.436233
6488,179.61444817,179.623095466,1609339436.4362876,1609339436.4448855
6489,179.623200466,179.634357855,1609339436.444951,1609339436.4560764
6490,179.634461652,179.64933554,1609339436.4561296,1609339436.4712765
6491,179.649440114,179.6564563,1609339436.4713323,1609339436.4781322
6492,179.656561633,179.667682929,1609339436.4781775,1609339436.4892392
6493,179.667786837,179.680856818,1609339436.4892924,1609339436.5025363
6494,179.680962189,179.69023617,1609339436.502594,1609339436.5123024
6495,179.690344281,179.701166707,1609339436.5123515,1609339436.5227866
6496,179.701270559,179.714205059,1609339436.5228436,1609339436.537822
6497,179.714308226,179.722899503,1609339436.537882,1609339436.5447798
6498,179.723009226,179.734248226,1609339436.5448358,1609339436.5558414
6499,179.734354614,179.748271837,1609339436.5558999,1609339436.5700526
6500,179.748376207,179.756187929,1609339436.5701125,1609339436.577859
6501,179.756301077,179.767501337,1609339436.5779285,1609339436.5890434
6502,179.767605837,179.783226726,1609339436.5890667,1609339436.604947
6503,179.783341337,179.789461503,1609339436.6049738,1609339436.6119664
6504,179.789563911,179.802226281,1609339436.6119916,1609339436.6246977
6505,179.802352837,179.817020929,1609339436.6247463,1609339436.640889
6506,179.817170207,179.826358929,1609339436.6409519,1609339436.6484377
6507,179.826512651,179.861661059,1609339436.64851,1609339436.6843112
6508,179.861829114,179.893203485,1609339436.6843834,1609339436.7155344
6509,179.893340244,179.902186244,1609339436.71562,1609339436.7251813
6510,179.90229704,179.912062707,1609339436.7252536,1609339436.7344234
6511,179.91213704,179.923823003,1609339436.7344928,1609339436.7451947
6512,179.923898262,179.93272067,1609339436.7452555,1609339436.7550812
6513,179.932796614,179.944041799,1609339436.7551498,1609339436.7654119
6514,179.944115374,179.955544188,1609339436.7654803,1609339436.7770407
6515,179.955621799,179.964698966,1609339436.77711,1609339436.78612
6516,179.964772448,179.976585188,1609339436.7861915,1609339436.7992213
6517,179.976663299,179.988961207,1609339436.7992914,1609339436.810364
6518,179.989035429,179.997974336,1609339436.8104143,1609339436.8193648
6519,179.998050151,180.009860355,1609339436.821191,1609339436.832949
6520,180.009936318,180.023032022,1609339436.8330007,1609339436.8451476
6521,180.023107151,180.031343281,1609339436.8452091,1609339436.8528519
6522,180.031419559,180.042315911,1609339436.8529158,1609339436.863615
6523,180.042387151,180.055373299,1609339436.8636692,1609339436.8765862
6524,180.055446688,180.064511133,1609339436.8766403,1609339436.8859968
6525,180.064585188,180.076369614,1609339436.886052,1609339436.8977218
6526,180.076444077,180.090233114,1609339436.897776,1609339436.9117177
6527,180.090311485,180.09812954,1609339436.911773,1609339436.9195437
6528,180.098203614,180.108900503,1609339436.9195986,1609339436.9303527
6529,180.108975966,180.121953596,1609339436.930403,1609339436.945258
6530,180.122033133,180.13138454,1609339436.9453137,1609339436.95362
6531,180.131467392,180.142876744,1609339436.9536893,1609339436.9641302
6532,180.142952299,180.155241688,1609339436.9641812,1609339436.9764843
6533,180.155319114,180.16447541,1609339436.9765377,1609339436.9857442
6534,180.164552355,180.176121133,1609339436.985811,1609339436.9978566
6535,180.176195188,180.188553429,1609339436.9979122,1609339437.012865
6536,180.188628985,180.197599688,1609339437.0129235,1609339437.019379
6537,180.197672429,180.20943641,1609339437.0194442,1609339437.0350847
6538,180.209507577,180.221790744,1609339437.0351522,1609339437.043627
6539,180.221867262,180.230897984,1609339437.043675,1609339437.0538297
6540,180.230970318,180.241935522,1609339437.0539002,1609339437.0632093
6541,180.24200654,180.256320429,1609339437.063259,1609339437.077794
6542,180.256392707,180.264247207,1609339437.0778596,1609339437.085855
6543,180.264323244,180.275922688,1609339437.085909,1609339437.0972304
6544,180.275994614,180.288288244,1609339437.0974324,1609339437.1095455
6545,180.288364355,180.297408762,1609339437.1096065,1609339437.118665
6546,180.297482521,180.309253503,1609339437.1187186,1609339437.1305997
6547,180.309329688,180.321684114,1609339437.1306505,1609339437.1441855
6548,180.321759818,180.33072667,1609339437.144207,1609339437.1526637
6549,180.330800188,180.342705096,1609339437.1527655,1609339437.1643407
6550,180.342783096,180.356129096,1609339437.1644046,1609339437.1775844
6551,180.356202521,180.363992318,1609339437.1776643,1609339437.185409
6552,180.364069336,180.375759188,1609339437.185476,1609339437.1971703
6553,180.375832188,180.388175651,1609339437.1972387,1609339437.209694
6554,180.38825254,180.397207614,1609339437.209765,1609339437.218587
6555,180.39728104,180.409039558,1609339437.2186542,1609339437.2303994
6556,180.409110133,180.422855021,1609339437.2304702,1609339437.2466416
6557,180.422927836,180.430614447,1609339437.246729,1609339437.25222
6558,180.430689466,180.441634984,1609339437.2522852,1609339437.268193
